S.No,Batch,Student_id(Matrix Id),Roll No,Student Name,Gender,Shift,Section,Program,Status,Student Mobile No.,Student Email,Father Name,Father Mobile No,Mother Name,Mother Mobile No,P Address,T Address,DOB ES,DOB BS,Blood Group,Previous GPA,Previous School,Optional Subject,Local Guardain Name,Local Guardain No
1211,2020,3377,,Prasansha Subba,Female,Day,A,BICT,Running,,1211abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1212,2020,3378,,Pritishma Shah,Female,Day,A,BICT,Running,,1212abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1213,2020,3379,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1213abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1214,2020,3380,,Sarika Koirala,Female,Day,A,BICT,Running,,1214abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1215,2020,3381,,Sarthak Thapa,Female,Day,A,BICT,Running,,1215abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1216,2020,3382,,Shruti Chhetri,Female,Day,A,BICT,Running,,1216abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1217,2020,3383,,Smriti K.C.,Female,Day,A,BICT,Running,,1217abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1218,2020,3384,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1218abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1219,2020,3385,,Sulav Shrestha,Female,Day,A,BICT,Running,,1219abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1220,2020,3386,,Vijita Raut,Female,Day,A,BICT,Running,,1220abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1221,2020,3387,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1221abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1222,2020,3388,,Aakash Pal,Female,Day,A,BICT,Running,,1222abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1223,2020,3389,,Aayusha Karki,Female,Day,A,BICT,Running,,1223abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1224,2020,3390,,Amogh Guragai,Female,Day,A,BICT,Running,,1224abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1225,2020,3391,,Ashish Sherpa,Female,Day,A,BICT,Running,,1225abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1226,2020,3392,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1226abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1227,2020,3393,,Barish Rai,Female,Day,A,BICT,Running,,1227abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1228,2020,3394,,Denisha Basnet,Female,Day,A,BICT,Running,,1228abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1229,2020,3395,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1229abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1230,2020,3396,,Jackson Shahi,Female,Day,A,BICT,Running,,1230abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1231,2020,3397,,Jaya Gupta,Female,Day,A,BICT,Running,,1231abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1232,2020,3398,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1232abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1233,2020,3399,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1233abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1234,2020,3400,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1234abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1235,2020,3401,,Krishna Nepal,Female,Day,A,BICT,Running,,1235abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1236,2020,3402,,Kriti Chhetri,Female,Day,A,BICT,Running,,1236abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1237,2020,3403,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1237abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1238,2020,3404,,Kritika Singh,Female,Day,A,BICT,Running,,1238abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1239,2020,3405,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1239abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1240,2020,3406,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1240abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1241,2020,3407,,Manjari Lohani,Female,Day,A,BICT,Running,,1241abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1242,2020,3408,,Miksee Rai,Female,Day,A,BICT,Running,,1242abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1243,2020,3409,,Nigesh Pun,Female,Day,A,BICT,Running,,1243abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1244,2020,3410,,Nishant Bhandari,Female,Day,A,BICT,Running,,1244abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1245,2020,3411,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1245abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1246,2020,3412,,Piya Gurung,Female,Day,A,BICT,Running,,1246abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1247,2020,3413,,Poshan Gurung,Female,Day,A,BICT,Running,,1247abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1248,2020,3414,,Prasansha Subba,Female,Day,A,BICT,Running,,1248abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1249,2020,3415,,Pritishma Shah,Female,Day,A,BICT,Running,,1249abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1250,2020,3416,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1250abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1251,2020,3417,,Sarika Koirala,Female,Day,A,BICT,Running,,1251abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1252,2020,3418,,Sarthak Thapa,Female,Day,A,BICT,Running,,1252abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1253,2020,3419,,Shruti Chhetri,Female,Day,A,BICT,Running,,1253abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1254,2020,3420,,Smriti K.C.,Female,Day,A,BICT,Running,,1254abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1255,2020,3421,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1255abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1256,2020,3422,,Sulav Shrestha,Female,Day,A,BICT,Running,,1256abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1257,2020,3423,,Vijita Raut,Female,Day,A,BICT,Running,,1257abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1258,2020,3424,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1258abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1259,2020,3425,,Aakash Pal,Female,Day,A,BICT,Running,,1259abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1260,2020,3426,,Aayusha Karki,Female,Day,A,BICT,Running,,1260abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1261,2020,3427,,Amogh Guragai,Female,Day,A,BICT,Running,,1261abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1262,2020,3428,,Ashish Sherpa,Female,Day,A,BICT,Running,,1262abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1263,2020,3429,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1263abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1264,2020,3430,,Barish Rai,Female,Day,A,BICT,Running,,1264abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1265,2020,3431,,Denisha Basnet,Female,Day,A,BICT,Running,,1265abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1266,2020,3432,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1266abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1267,2020,3433,,Jackson Shahi,Female,Day,A,BICT,Running,,1267abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1268,2020,3434,,Jaya Gupta,Female,Day,A,BICT,Running,,1268abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1269,2020,3435,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1269abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1270,2020,3436,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1270abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1271,2020,3437,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1271abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1272,2020,3438,,Krishna Nepal,Female,Day,A,BICT,Running,,1272abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1273,2020,3439,,Kriti Chhetri,Female,Day,A,BICT,Running,,1273abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1274,2020,3440,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1274abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1275,2020,3441,,Kritika Singh,Female,Day,A,BICT,Running,,1275abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1276,2020,3442,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1276abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1277,2020,3443,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1277abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1278,2020,3444,,Manjari Lohani,Female,Day,A,BICT,Running,,1278abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1279,2020,3445,,Miksee Rai,Female,Day,A,BICT,Running,,1279abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1280,2020,3446,,Nigesh Pun,Female,Day,A,BICT,Running,,1280abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1281,2020,3447,,Nishant Bhandari,Female,Day,A,BICT,Running,,1281abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1282,2020,3448,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1282abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1283,2020,3449,,Piya Gurung,Female,Day,A,BICT,Running,,1283abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1284,2020,3450,,Poshan Gurung,Female,Day,A,BICT,Running,,1284abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1285,2020,3451,,Prasansha Subba,Female,Day,A,BICT,Running,,1285abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1286,2020,3452,,Pritishma Shah,Female,Day,A,BICT,Running,,1286abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1287,2020,3453,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1287abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1288,2020,3454,,Sarika Koirala,Female,Day,A,BICT,Running,,1288abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1289,2020,3455,,Sarthak Thapa,Female,Day,A,BICT,Running,,1289abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1290,2020,3456,,Shruti Chhetri,Female,Day,A,BICT,Running,,1290abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1291,2020,3457,,Smriti K.C.,Female,Day,A,BICT,Running,,1291abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1292,2020,3458,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1292abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1293,2020,3459,,Sulav Shrestha,Female,Day,A,BICT,Running,,1293abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1294,2020,3460,,Vijita Raut,Female,Day,A,BICT,Running,,1294abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1295,2020,3461,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1295abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1296,2020,3462,,Aakash Pal,Female,Day,A,BICT,Running,,1296abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1297,2020,3463,,Aayusha Karki,Female,Day,A,BICT,Running,,1297abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1298,2020,3464,,Amogh Guragai,Female,Day,A,BICT,Running,,1298abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1299,2020,3465,,Ashish Sherpa,Female,Day,A,BICT,Running,,1299abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1300,2020,3466,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1300abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1301,2020,3467,,Barish Rai,Female,Day,A,BICT,Running,,1301abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1302,2020,3468,,Denisha Basnet,Female,Day,A,BICT,Running,,1302abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1303,2020,3469,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1303abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1304,2020,3470,,Jackson Shahi,Female,Day,A,BICT,Running,,1304abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1305,2020,3471,,Jaya Gupta,Female,Day,A,BICT,Running,,1305abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1306,2020,3472,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1306abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1307,2020,3473,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1307abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1308,2020,3474,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1308abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1309,2020,3475,,Krishna Nepal,Female,Day,A,BICT,Running,,1309abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1310,2020,3476,,Kriti Chhetri,Female,Day,A,BICT,Running,,1310abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1311,2020,3477,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1311abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1312,2020,3478,,Kritika Singh,Female,Day,A,BICT,Running,,1312abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1313,2020,3479,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1313abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1314,2020,3480,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1314abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1315,2020,3481,,Manjari Lohani,Female,Day,A,BICT,Running,,1315abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1316,2020,3482,,Miksee Rai,Female,Day,A,BICT,Running,,1316abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1317,2020,3483,,Nigesh Pun,Female,Day,A,BICT,Running,,1317abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1318,2020,3484,,Nishant Bhandari,Female,Day,A,BICT,Running,,1318abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1319,2020,3485,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1319abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1320,2020,3486,,Piya Gurung,Female,Day,A,BICT,Running,,1320abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1321,2020,3487,,Poshan Gurung,Female,Day,A,BICT,Running,,1321abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1322,2020,3488,,Prasansha Subba,Female,Day,A,BICT,Running,,1322abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1323,2020,3489,,Pritishma Shah,Female,Day,A,BICT,Running,,1323abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1324,2020,3490,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1324abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1325,2020,3491,,Sarika Koirala,Female,Day,A,BICT,Running,,1325abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1326,2020,3492,,Sarthak Thapa,Female,Day,A,BICT,Running,,1326abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1327,2020,3493,,Shruti Chhetri,Female,Day,A,BICT,Running,,1327abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1328,2020,3494,,Smriti K.C.,Female,Day,A,BICT,Running,,1328abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1329,2020,3495,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1329abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1330,2020,3496,,Sulav Shrestha,Female,Day,A,BICT,Running,,1330abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1331,2020,3497,,Vijita Raut,Female,Day,A,BICT,Running,,1331abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1332,2020,3498,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1332abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1333,2020,3499,,Aakash Pal,Female,Day,A,BICT,Running,,1333abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1334,2020,3500,,Aayusha Karki,Female,Day,A,BICT,Running,,1334abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1335,2020,3501,,Amogh Guragai,Female,Day,A,BICT,Running,,1335abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1336,2020,3502,,Ashish Sherpa,Female,Day,A,BICT,Running,,1336abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1337,2020,3503,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1337abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1338,2020,3504,,Barish Rai,Female,Day,A,BICT,Running,,1338abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1339,2020,3505,,Denisha Basnet,Female,Day,A,BICT,Running,,1339abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1340,2020,3506,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1340abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1341,2020,3507,,Jackson Shahi,Female,Day,A,BICT,Running,,1341abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1342,2020,3508,,Jaya Gupta,Female,Day,A,BICT,Running,,1342abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1343,2020,3509,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1343abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1344,2020,3510,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1344abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1345,2020,3511,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1345abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1346,2020,3512,,Krishna Nepal,Female,Day,A,BICT,Running,,1346abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1347,2020,3513,,Kriti Chhetri,Female,Day,A,BICT,Running,,1347abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1348,2020,3514,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1348abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1349,2020,3515,,Kritika Singh,Female,Day,A,BICT,Running,,1349abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1350,2020,3516,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1350abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1351,2020,3517,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1351abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1352,2020,3518,,Manjari Lohani,Female,Day,A,BICT,Running,,1352abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1353,2020,3519,,Miksee Rai,Female,Day,A,BICT,Running,,1353abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1354,2020,3520,,Nigesh Pun,Female,Day,A,BICT,Running,,1354abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1355,2020,3521,,Nishant Bhandari,Female,Day,A,BICT,Running,,1355abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1356,2020,3522,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1356abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1357,2020,3523,,Piya Gurung,Female,Day,A,BICT,Running,,1357abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1358,2020,3524,,Poshan Gurung,Female,Day,A,BICT,Running,,1358abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1359,2020,3525,,Prasansha Subba,Female,Day,A,BICT,Running,,1359abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1360,2020,3526,,Pritishma Shah,Female,Day,A,BICT,Running,,1360abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1361,2020,3527,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1361abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1362,2020,3528,,Sarika Koirala,Female,Day,A,BICT,Running,,1362abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1363,2020,3529,,Sarthak Thapa,Female,Day,A,BICT,Running,,1363abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1364,2020,3530,,Shruti Chhetri,Female,Day,A,BICT,Running,,1364abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1365,2020,3531,,Smriti K.C.,Female,Day,A,BICT,Running,,1365abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1366,2020,3532,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1366abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1367,2020,3533,,Sulav Shrestha,Female,Day,A,BICT,Running,,1367abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1368,2020,3534,,Vijita Raut,Female,Day,A,BICT,Running,,1368abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1369,2020,3535,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1369abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1370,2020,3536,,Aakash Pal,Female,Day,A,BICT,Running,,1370abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1371,2020,3537,,Aayusha Karki,Female,Day,A,BICT,Running,,1371abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1372,2020,3538,,Amogh Guragai,Female,Day,A,BICT,Running,,1372abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1373,2020,3539,,Ashish Sherpa,Female,Day,A,BICT,Running,,1373abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1374,2020,3540,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1374abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1375,2020,3541,,Barish Rai,Female,Day,A,BICT,Running,,1375abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1376,2020,3542,,Denisha Basnet,Female,Day,A,BICT,Running,,1376abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1377,2020,3543,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1377abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1378,2020,3544,,Jackson Shahi,Female,Day,A,BICT,Running,,1378abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1379,2020,3545,,Jaya Gupta,Female,Day,A,BICT,Running,,1379abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1380,2020,3546,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1380abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1381,2020,3547,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1381abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1382,2020,3548,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1382abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1383,2020,3549,,Krishna Nepal,Female,Day,A,BICT,Running,,1383abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1384,2020,3550,,Kriti Chhetri,Female,Day,A,BICT,Running,,1384abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1385,2020,3551,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1385abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1386,2020,3552,,Kritika Singh,Female,Day,A,BICT,Running,,1386abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1387,2020,3553,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1387abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1388,2020,3554,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1388abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1389,2020,3555,,Manjari Lohani,Female,Day,A,BICT,Running,,1389abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1390,2020,3556,,Miksee Rai,Female,Day,A,BICT,Running,,1390abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1391,2020,3557,,Nigesh Pun,Female,Day,A,BICT,Running,,1391abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1392,2020,3558,,Nishant Bhandari,Female,Day,A,BICT,Running,,1392abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1393,2020,3559,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1393abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1394,2020,3560,,Piya Gurung,Female,Day,A,BICT,Running,,1394abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1395,2020,3561,,Poshan Gurung,Female,Day,A,BICT,Running,,1395abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1396,2020,3562,,Prasansha Subba,Female,Day,A,BICT,Running,,1396abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1397,2020,3563,,Pritishma Shah,Female,Day,A,BICT,Running,,1397abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1398,2020,3564,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1398abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1399,2020,3565,,Sarika Koirala,Female,Day,A,BICT,Running,,1399abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
